word1,word2,word3,word4,category,difficulty
SOUND,STRAIT,CANAL,CHANNEL,BODIES OF WATER,hard
SOUND,BAY,CHANNEL,STRAIT,BODIES OF WATER,medium
DRIVER,FINLET,FLAKE,EBAY,BODIES OF WATER PLUS STARTING LETTER,very_hard
RANKLE,LEAR,SHIP,BARM,BODY PART PLUS A STARTING LETTER,very_hard
ARM,HIP,EYE,LEG,BODY PARTS,easy
TOES,KNEES,SHOULDERS,HEAD,"BODY PARTS IN “HEAD, SHOULDERS, KNEES AND TOES”",easy
SHINY,LIVERY,ARMY,COLONY,"BODY PARTS PLUS ""Y""",very_hard
HEARTH,SHINE,CHINA,BUTTE,BODY PARTS PLUS LETTER,very_hard
SQUATS,LUNGES,DIPS,PLANKS,BODYWEIGHT EXERCISES,easy
NERVE,GALL,GUTS,STONES,"BOLDNESS, FIGURATIVELY",medium
INDEX,CHAPTER,APPENDIX,PREFACE,BOOK SECTIONS,medium
PART ONE,ESSAYS,A LIFE,A NOVEL,BOOK SUBTITLES,hard
BAND,FLORIST,OFFICIANT,CATERER,BOOKED FOR A WEDDING,medium
HUMOR,ROMANCE,TRAVEL,FICTION,BOOKSTORE SECTIONS,hard
TRAVEL,HUMOR,POETRY,FICTION,BOOKSTORE SECTIONS,medium
POD,SHELL,HUSK,HULL,BOTANICAL COVERINGS,medium
EVIAN,DASANI,FIJI,VOSS,BOTTLED WATER BRANDS,easy
EDGE,BORDER,EXTREMITY,LIMIT,BOUNDARY,easy
BUFFALO,GOAT,COW,SHEEP,BOVIDS,easy
PIN,ALLEY,BALL,LANE,BOWLING,medium
STRIKE,FOUL,SPARE,STRIKE,BOWLING RESULTS,hard
TURKEY,DOUBLE,SPARE,SPLIT,BOWLING RESULTS,hard
WINNER,SMASH,HIT,SUCCESS,BOX OFFICE VICTORY,easy
CROSS,HOOK,BOB,WEAVE,BOXING MANEUVERS,hard
JAB,CROSS,HOOK,UPPERCUT,BOXING PUNCHES,hard
ROUND,BOUT,MATCH,CONTEST,BOXING UNIT,medium
HOOK,WIRE,STRAP,CUP,BRA PARTS,hard
LUXURY,HIGH-END,DESIGNER,HAUTE,BRAND-NAME,easy
Q-TIP,CHAPSTICK,XEROX,JACUZZI,BRANDS THAT HAVE BECOME GENERIC TERMS,very_hard
CHEEK,NERVE,BRASS,SAUCE,BRASHNESS,very_hard
MUSTARD,BRAT,BUN,SAUERKRAUT,BRATWURST GO-WITHS,medium
SCOPE,EXTENT,EXTENT,RANGE,BREADTH,easy
RANGE,REACH,REACH,SCOPE,BREADTH,easy
SCALE,EXTENT,SCOPE,RANGE,BREADTH,medium
BUTTER,JAM,HOT SAUCE,SYRUP,BREAKFAST CONDIMENTS,hard
WAFFLE,PANCAKE,CEREAL,OMELET,BREAKFAST FOODS,medium
BACON,TOAST,GRITS,HASH,BREAKFAST SIDES,easy
PUFF,HEAVE,GASP,PANT,BREATHE HARD,easy
HUFFS,GASPS,PUFFS,PANTS,BREATHES HEAVILY,easy
RING,VEIL,BOUQUET,TRAIN,BRIDAL ACCESSORIES,easy
WINK,FLASH,SECOND,JIFFY,BRIEF MOMENT,easy
JIFF,WINK,FLASH,HEARTBEAT,BRIEF MOMENT,easy
PROVOKE,INSPIRE,GENERATE,PROMPT,BRING ABOUT,easy
DEVISE,CREATE,INVENT,COIN,BRING INTO BEING,easy
NURSE,REAR,RAISE,FOSTER,BRING UP,hard
ROAST,SCONE,MASH,TRIFLE,BRITISH CUISINE,hard
POUND,DRAM,STONE,OUNCE,BRITISH IMPERIAL UNITS OF WEIGHT,hard
TELLY,FOOTY,CHIPPY,BUTTY,BRITISHISMS,very_hard
BLUR,SUEDE,OASIS,PULP,BRITPOP BANDS,very_hard
AIR,SHOW,SCREEN,RUN,BROADCAST,medium
RUN,STREAM,AIR,PLAY,"BROADCAST, AS ONLINE MEDIA",medium
PHANTOM,FIDDLER,SUNSET,MERRILY,"BROADWAY MUSICALS, FAMILIARLY",hard
UMBRELLA,SUNSCREEN,TOWEL,FLIP-FLOP,BROUGHT TO THE BEACH,easy
WING,BILL,NICKEL,SOLDIER,BUFFALO ___,very_hard
STICK,PANT,SMITE,BLOUSE,BUGS PLUS STARTING LETTER,very_hard
WING,ADDITION,EXTENSION,ANNEX,BUILDING ADD-ONS,medium
BRICK,CONCRETE,METAL,STONE,BUILDING MATERIALS,medium
BANK,SUPERMARKET,LAUNDROMAT,POST OFFICE,BUILDINGS AROUND TOWN,easy
CLUSTER,COLLECTION,GROUP,CONSTELLATION,BUNCH,easy
FOUL,SCREW,MUCK,LOUSE,"BUNGLE, WITH “UP”",very_hard
MATURE,BLOSSOM,DEVELOP,PROGRESS,BURGEON,medium
BOA,CORSET,GARTER,STOCKINGS,BURLESQUE WEAR,easy
FAN,CORSET,GLOVES,BOA,BURLESQUE WEAR,medium
JACK,BUB,BUD,MAN,BUSTER,medium
BUNS,TAIL,BOTTOM,SEAT,BUTT,easy
BUSINESS,TRADE,MARKET,COMMERCE,BUYING AND SELLING,easy
SPAN,SECTION,SUITE,CLEF,C-___,very_hard
ENERGY,STATE,JUSTICE,LABOR,CABINET DEPARTMENTS,very_hard
BET,DISCOVERY,NICKELODEON,E,CABLE CHANNELS,medium
USA,OXYGEN,HALLMARK,HISTORY,CABLE CHANNELS,medium
POOL,STORE,RESERVE,BANK,CACHE,medium
TIME,METER,RHYTHM,BEAT,CADENCE,medium
EQUALS,PERCENT,TIMES,MINUS,CALCULATOR BUTTONS,easy
FUJIFILM,POLAROID,HASSELBLAD,OLYMPUS,CAMERA BRANDS,medium
SHIRT,STICKER,BUTTON,HAT,CAMPAIGN SWAG,hard
LANTERN,SLEEPING BAG,TENT,COOLER,CAMPING SUPPLIES,easy
CUT,AXE,SCRAP,DROP,"CANCEL, AS A PROJECT",easy
CRUNCH,MILKY WAY,BOUNTY,DOVE,CANDY BARS,easy
MARS,HEATH,CRUNCH,PAYDAY,CANDY BARS,easy
SNICKER,AIRHEAD,MAR,MOUND,CANDY BARS MINUS “S”,hard
YORK,KINDER,WONKA,CHARMS,CANDY NAMES,hard
WHOPPER,KISS,RUNT,NERD,CANDY PIECES,hard
GOOBER,KISS,DOT,WHOPPER,CANDY PIECES,very_hard
LICORICE,GUM,LOLLIPOP,CHOCOLATE,CANDY STORE TREATS,medium
APPLE,BAR,CORN,CANE,CANDY ___,very_hard
FUR,TAIL,MUZZLE,PAW,CANINE/FELINE FEATURES,medium
NECK,MAKE OUT,FRENCH,KISS,CANOODLE,medium
SOUL,ROAM,SOPHIA,KETO,CAPITAL CITY HOMOPHONES,very_hard
IMPULSE,FANCY,LARK,WHIM,CAPRICE,easy
HOOK,AMERICA,NEMO,MORGAN,CAPTAINS,hard
GRAB,OCCUPY,RIVET,ENTRANCE,CAPTIVATE,easy
HOLD,CHARM,RIVET,ENGAGE,CAPTIVATE,easy
THRILL,ENTRANCE,ABSORB,ABSORB,CAPTIVATE,easy
TAPE,RECORD,FILM,SHOOT,CAPTURE ON VIDEO,medium
FORD,RAM,DODGE,LINCOLN,CAR BRANDS,easy
MINI,FIAT,JAGUAR,RAM,CAR BRANDS,hard
SUBARU,HONDA,JAGUAR,BMW,CAR COMPANIES,hard
DOGE,AURA,HODA,BUCK,CAR COMPANIES MINUS LETTER,very_hard
VOLT,FOCUS,BEETLE,CIVIC,CAR MODELS,very_hard
BEEP BEEP,VROOM,SKRRT,PURR,CAR ONOMATOPOEIA,medium
RIM,GRILLE,MIRROR,BUMPER,CAR PARTS,medium
ENTERPRISE,THRIFTY,NATIONAL,BUDGET,CAR RENTAL COMPANIES,hard
DRIVE,CRUISE,SPIN,RIDE,CAR TRIP,medium
WHIP,AUTO,RIDE,WHEELS,"CAR, INFORMALLY",medium
WAR,BRIDGE,SPOONS,SPEED,CARD GAMES,medium
BRIDGE,HEARTS,SPIT,GIN,CARD GAMES,medium
JOKER,GUMMY,FRIDGE,DIN,CARD GAMES WITH FIRST LETTER CHANGED,very_hard
TURN,HOLE,RIVER,FLOP,CARDS IN TEXAS HOLD ’EM,hard
POT,FERTILIZE,WATER,PRUNE,CARE FOR A PLANT,medium
HEAVE,REEL,PITCH,LURCH,CAREEN,easy
SAW,CLAMP,LEVEL,FILE,CARPENTRY TOOLS,hard
SCAT,WHISTLE,HUM,SING,CARRY A TUNE,easy
HARBOR,HOLD,MAINTAIN,BEAR,"CARRY, AS A FEELING",medium
FOGHORN,WOODY,WOODSTOCK,SCROOGE,CARTOON BIRDS,hard
GARFIELD,SYLVESTER,TOM,FELIX,CARTOON CATS,medium
GOOF,LAD,SNOOP,DROOP,CARTOON DOGS MINUS “Y”,very_hard
JERRY,SPEEDY,PINKY,ITCHY,CARTOON MICE,very_hard
LOSE,SHED,DITCH,DROP,CAST OFF,medium
RUSSIAN BLUE,TURKISH ANGORA,RAGAMUFFIN,SPHYNX,CAT BREEDS,easy
TORTOISESHELL,TUXEDO,CALICO,TABBY,CAT COAT PATTERNS,medium
BASK,SUN,TAN,BAKE,CATCH SOME RAYS,medium
BLANKET,GENERAL,UMBRELLA,BROAD,CATCHALL,medium
BOP,BANGER,JAM,GROOVE,CATCHY SONG,medium
NAP,WALK,TAIL,FISH,CAT___,very_hard
CRADLE,PAJAMAS,EYE,MEOW,CAT’S ___,very_hard
SHOWER,BIRTHDAY,ANNIVERSARY,WEDDING,CELEBRATORY OCCASIONS,easy
COMET,PLANET,STAR,MOON,CELESTIAL OBJECTS,easy
ASTEROID,MOON,PLANET,COMET,CELESTIAL OBJECTS,medium
SILENT,FOCUS,VIBRATE,RING,CELL PHONE MODES,easy
AIRPLANE,RING,DO NOT DISTURB,VIBRATE,CELLPHONE MODES,easy
MIDRIFF,TORSO,CORE,TRUNK,CENTRAL SECTION OF THE BODY,easy
ROOSTER,LEPRECHAUN,ELVES,COUNT,CEREAL MASCOTS,hard
LUCKY,TONY,POP,SAM,CEREAL MASCOTS,very_hard
STORE,LETTER,REACTION,MAIL,CHAIN ___,very_hard
POOL,DRAWING,LOTTERY,RAFFLE,CHANCE TO WIN A PRIZE,hard
RENEGE,FLIP-FLOP,BACKPEDAL,ABOUT-FACE,CHANGE ONE’S TUNE,medium
CONDENSE,FREEZE,MELT,VAPORIZE,CHANGE STATES OF MATTER,easy
MEDIUM,PLATFORM,VENUE,OUTLET,CHANNEL,medium
Q,M,MONEYPENNY,BOND,CHARACTERS IN BOND MOVIES,hard
SOLO,EMPEROR,CHEWIE,BOBA,"CHARACTERS IN “THE EMPIRE STRIKES BACK,"" FAMILIARLY",hard
HULK,GRINCH,ELPHABA,SHREK,CHARACTERS WITH GREEN SKIN,medium
CHARLIE,WALLACE,DOROTHY,SHAGGY,CHARACTERS WITH PET DOGS,hard
JAW,YAK,YAP,GAB,"CHAT, INFORMALLY",easy
MAGAZINE,CHARGING CABLE,CHAPSTICK,CANDY,CHECKOUT LINE IMPULSE BUYS,medium
BRIGHT,BOUNCY,SUNNY,MERRY,CHEERFUL,easy
AMERICAN,BLUE,SWISS,JACK,"CHEESES, FAMILIARLY",easy
BALL,PUFF,CURL,DOODLE,CHEESY CORN SNACK UNIT,hard
SOLUTION,BOND,ELEMENT,BASE,CHEMISTRY TERMS,medium
RELISH,SAVOR,VALUE,TREASURE,CHERISH,easy
GAMBIT,MATE,BISHOP,QUEEN,CHESS TERMS,medium
FIRE,SPICE,KICK,HEAT,CHILI PEPPER QUALITY,medium
HAN,SONG,TANG,MING,CHINESE DYNASTIES,very_hard
HORSE,TIGER,DRAGON,RABBIT,CHINESE ZODIAC ANIMALS,very_hard
MOUNDS,MARS,CRUNCH,CHUNKY,CHOCOLATE BARS,medium
SKORT,DOVER,MARSH,CRUNCHY,CHOCOLATE BARS PLUS A LETTER,very_hard
PICK,CREAM,TOP,BEST,CHOICEST,hard
STOCKING,SNOWMAN,REINDEER,MISTLETOE,CHRISTMAS-RELATED,easy
RECORD,REGISTER,LOG,JOURNAL,CHRONICLE,easy
CHERISH,HAVE,LOVE,HOLD,CHURCH OF ENGLAND WEDDING VOW VERBS,hard
MINT,MANGO,TAMARIND,TOMATO,CHUTNEY VARIETIES,hard
GALL,CHEEK,NERVE,BRASS,CHUTZPAH,easy
HOOP,CIRCLE,BAND,RING,CIRCULAR SHAPES,medium
LP,PUPIL,FULL MOON,PIZZA PIE,CIRCULAR THINGS,medium
BATH,READING,DERBY,SANDWICH,CITIES AND TOWNS IN ENGLAND,hard
LINCOLN,LAGOS,LUXOR,LIMERICK,CITIES BEGINNING WITH “L”,medium
SPRITE,STARRY,SQUIRT,CRUSH,CITRUS SODAS,hard
ROAM,SOUL,NIECE,DELI,CITY HOMOPHONES,very_hard
MEDIUM,PSYCHIC,MYSTIC,ORACLE,CLAIRVOYANT,easy
HEAT,ARMAGEDDON,SPEED,HARD BOILED,CLASSIC '90S ACTION FILMS,very_hard
ASTEROIDS,PONG,FROGGER,BREAKOUT,CLASSIC ARCADE GAMES,easy
CENTIPEDE,ASTEROIDS,BREAKOUT,DEFENDER,CLASSIC ATARI GAMES,hard
CLIPPERS,CAPE,GEL,BRUSH,CLASSIC BARBERSHOP SUPPLIES,hard
OPERATION,MASTERMIND,SORRY,MOUSE TRAP,CLASSIC BOARD GAMES,hard
SOUR,PUNCH,SLING,FIZZ,CLASSIC COCKTAIL TYPES,very_hard
COMIC,RECORD,STAMP,COIN,CLASSIC COLLECTION ITEMS,hard
FIDO,ROVER,LUCKY,SPOT,CLASSIC DOG NAMES,easy
FLUFFY,ROVER,REX,SPOT,CLASSIC DOG NAMES,hard
FEUD,WHEEL,PYRAMID,MILLIONAIRE,"CLASSIC GAME SHOWS, FAMILIARLY",hard
WITCH,CLOWN,PIRATE,ANGEL,CLASSIC HALLOWEEN COSTUMES,easy
BAR,CHICKEN,LIGHT BULB,KNOCK-KNOCK,CLASSIC JOKE STAPLES,very_hard
FLAMINGO,PINWHEEL,GNOME,FOUNTAIN,CLASSIC LAWN ORNAMENTS,hard
SPEAKER,SCREEN,PROJECTOR,REEL,CLASSIC MOVIE THEATER EQUIPMENT,easy
COMPASS,MERMAID,SWALLOW,ANCHOR,CLASSIC NAUTICAL TATTOOS,hard
FISHBOWL,CHARADES,WEREWOLF,CATEGORIES,CLASSIC PARTY GAMES,hard
RUSH,GENESIS,KANSAS,YES,CLASSIC ROCK BANDS,hard
FRUIT,SKULL,PITCHER,TABLECLOTH,CLASSIC STILL LIFE COMPONENTS,hard
TIGHTS,MASK,UNDERWEAR,CAPE,CLASSIC SUPERHERO WEAR,hard
DRAGON,HEART,ROSE,ANCHOR,CLASSIC TATTOOS,very_hard
YO-YO,DOLL,TOP,BLOCKS,CLASSIC TOYS,easy
BLOCKS,BALL,JACKS,TRAIN,CLASSIC TOYS,hard
WATER,FIRE,AIR,EARTH,CLASSICAL ELEMENTS,hard
PHOTOSHOP,FIX,AIRBRUSH,TOUCH UP,"CLEAN UP, AS A PHOTOGRAPH",medium
MOP,BROOM,RAG,SPONGE,CLEANING SUPPLIES,easy
VACUUM,SWEEP,MOP,DUST,CLEANING VERBS,hard
MUD,A BELL,CRYSTAL,DAY,CLEAR AS ___,very_hard
TRAP,CORNER,SURROUND,TREE,CLOSE IN ON,hard
SNUG,SLEEK,CLINGY,SLINKY,CLOSE-FITTING ,medium
SANDWICH,SODA,MED,MUSIC,CLUB ___,very_hard
MUSTARD,SCARLET,PLUM,GREEN,CLUE CHARACTERS,very_hard
FINGERPRINT,TIRE MARK,HAIR,FIBER,CLUES AT A CRIME SCENE,hard
FLOP,BUST,DUD,MISS,CLUNKER,easy
CHERRY,OLIVE,MINT,TWIST,COCKTAIL GARNISHES,hard
MUDDLE,GARNISH,STIR,STRAIN,COCKTAIL-MAKING VERBS,hard
SEA BREEZE,GREYHOUND,COSMOPOLITAN,SCREWDRIVER,COCKTAILS,medium
SCREWDRIVER,COSMOPOLITAN,MANHATTAN,HURRICANE,COCKTAILS,very_hard
LIBRE,SLING,MULE,MAMA,COCKTAILS MINUS PLACE NAMES,very_hard
LID,STIRRER,STRAW,CUP,COFFEE COUNTER ITEMS,easy
CAPPUCCINO,LATTE,AMERICANO,ESPRESSO,COFFEE DRINKS,easy
ASSOCIATE,FELLOW,PEER,PARTNER,COLLEAGUE,medium
GATHER,REAP,HARVEST,PICK,"COLLECT, AS FROM AN ORCHARD",medium
SET,ARRAY,BATTERY,SERIES,COLLECTION,hard
FUND,POT,POOL,KITTY,COLLECTION OF MONEY,very_hard
GAGGLE,PARLIAMENT,MURDER,CHARM,COLLECTIVE NOUNS FOR BIRDS,hard
WOLVERINE,SOONER,VOLUNTEER,GATOR,COLLEGE FOOTBALL TEAM MEMBERS,hard
GATE,CORE,PILLED,MANIA,COLLOQUIAL SUFFIXES,very_hard
LUBE,GENRE,DRE,GARY,COLOR ANAGRAMS,very_hard
BLEW,ROWS,CHORAL,READ,COLOR HOMOPHONES,very_hard
PASTEL,GRAYSCALE,NEUTRAL,NEON,COLOR TYPES,easy
PINK,VIOLET,BROWN,TURQUOISE,COLORS,medium
YELLOW,GREEN,BLUE,WHITE,COLORS IN BRAZIL’S FLAG,hard
LACK,INK,OLD,RANGE,COLORS MINUS THEIR FIRST LETTERS,very_hard
FROWN,MELLOW,PREEN,CLUE,COLORS WITH THEIR FIRST LETTERS CHANGED,very_hard
TITANIC,GREAT,GIANT,MAMMOTH,COLOSSAL,easy
BLEND,STIR,FOLD,BEAT,"COMBINE, AS BAKING INGREDIENTS",medium
SOUND,LOOK,APPEAR,SEEM,COME ACROSS AS,hard
LAND,PERCH,SETTLE,ROOST,COME DOWN TO REST,medium
ROUTINE,JOKE,BIT,SKETCH,COMEDIAN’S OUTPUT,medium
ROUTINE,BIT,ACT,SET,COMEDIAN’S PERFORMANCE,hard
GAG,BIT,SKETCH,ACT,COMEDIC ROUTINE,hard
LOAFER,CROC,SLIPPER,MOCCASIN,COMFY SHOES,easy
SNAP,OUCH,BURN,ZING,COMMENT AFTER AN INSULT,easy
COMPANY,FIRM,ENTERPRISE,AGENCY,COMMERCIAL ORGANIZATION,easy
WRITE,AUTHOR,COMPOSE,PEN,COMMIT TO PAPER,easy
DICE,CARDS,BOARD,PIECES,COMMON COMPONENTS OF BOARD GAMES,medium
AMBERGRIS,MUSK,VANILLA,ROSE,COMMON PERFUME INGREDIENTS,medium
SUB,AUTO,SEMI,POST,COMMON PREFIXES,very_hard
TOTE,TOTE,TEE,MUG,COMMON SWAG ITEMS,hard
PEN,HAT,TEE,WATER BOTTLE,COMMON SWAG ITEMS,hard
POWER-UP,BOSS,HEALTH,LEVEL,COMMON VIDEO GAME FEATURES,hard
TEXT,CORRESPOND,WRITE,MESSAGE,COMMUNICATE THROUGH WRITING,hard
GREYHOUND,CATERPILLAR,DOVE,PUMA,COMPANIES NAMED AFTER ANIMALS,hard
INK,HARMONY,TRADE,BAY,COMPANIES WITH “E” REMOVED,very_hard
HOUSE,CONCERN,OUTFIT,FIRM,COMPANY,medium
EQUITY,SHARES,STOCKS,OPTIONS,COMPANY OWNERSHIP OFFERS,medium
MINUTE,BABY,COMPACT,TOY,COMPARATIVELY SMALL,hard
SHOOT,RIDE,FENCE,SWIM,COMPETE IN A MODERN PENTATHLON,medium
BELLYACHE,CRAB,CARP,GRUMBLE,COMPLAIN,easy
MOWN,WINE,WHALE,GROWN,COMPLAINT HOMOPHONES,very_hard
LAP,REVOLUTION,ORBIT,CIRCUIT,COMPLETE TURN,easy
ELABORATE,COMPLEX,INVOLVED,BAROQUE,COMPLICATED,medium
BOUQUET,VEIL,TRAIN,BUSTLE,COMPONENTS OF A BRIDE’S ENSEMBLE,hard
CYLINDER,SPRING,TUMBLER,PIN,COMPONENTS OF A LOCK,hard
CLUE,DETECTIVE,ALIBI,SUSPECT,COMPONENTS OF A MYSTERY,medium
CHEESE,SAUCE,CRUST,TOPPINGS,COMPONENTS OF A PIZZA,medium
PROTEIN,DRESSING,CHEESE,LETTUCE,COMPONENTS OF A SALAD,easy
INSERT,JACKET,SLEEVE,RECORD,COMPONENTS OF AN LP,hard
RIM,TEMPLE,BRIDGE,LENS,COMPONENTS OF EYEGLASSES,very_hard
GENIE,EGG,TOOTHPASTE,BELL,COMPONENTS OF METAPHORS FOR THINGS THAT CAN’T BE UNDONE,very_hard
ATTENDANCE,PAPERS,FINAL,HOMEWORK,COMPONENTS OF ONE’S GRADE,easy
CROSS,HYBRID,BLEND,COMPOUND,COMPOSITE,easy
SPEAKER,MONITOR,MOUSE,KEYBOARD,COMPUTER EQUIPMENT,easy
MOUSE,MICROPHONE,SCANNER,TABLET,COMPUTER INPUT DEVICES,easy
STING,RACKET,SCHEME,HUSTLE,CON GAME,easy
DING,DIVOT,DENT,DIMPLE,CONCAVITY,easy
BLOCK,HIDE,MASK,COVER,CONCEAL,easy
BLOCK,COVER,HIDE,OBSCURE,CONCEAL,medium
SHRINKAGE,REGIFTING,YADA YADA,FESTIVUS,CONCEPTS FROM “SEINFELD”,hard
PLAQUE,TARTAR,CAVITY,CALCULUS,CONCERNS FOR A DENTIST,hard
COCKTAIL,MIXTURE,COMPOUND,SOLUTION,CONCOCTION,easy
MAYO,TARTAR,RELISH,KETCHUP,CONDIMENTS,medium
MIGHT,COULD,CAN,MAY,CONDITIONAL WORDS,medium
GOOD,FINE,MINT,FAIR,CONDITIONS FOR COLLECTIBLES,medium
DRAIN,SEWER,PIPE,DUCT,CONDUITS FOR WATER REMOVAL,easy
LOLLY,SUCKER,SWEET,CANDY,CONFECTION,hard
ACCORD,VEST,AWARD,GRANT,CONFER,hard
FOLLOWERS,SHEEP,PUPPETS,LEMMINGS,CONFORMISTS,easy
JOIN,LINK,JOIN,COUPLE,CONNECT,easy
LINK,UNITE,TIE,BRIDGE,CONNECT,easy
HITCH,LINK,TIE,COUPLE,CONNECT,hard
COUPLE,UNITE,WED,TIE,CONNECT,medium
BOND,LINK,RELATION,TIE,CONNECTION,hard
COFFEE,FRICASSEE,BASSOON,BALLOON,CONSECUTIVE DOUBLE LETTERS,very_hard
KEEP,SAVE,PRESERVE,STORE,CONSERVE,easy
SMOKING,LANGUAGE,ACTION,NUDITY,CONSIDERATIONS FOR MOVIE RATINGS,hard
KNOB,BUTTON,SLIDER,SWITCH,CONSOLE INPUTS,medium
GEMINI,ORION,CYGNUS,PEGASUS,CONSTELLATIONS,medium
MAKEUP,STRUCTURE,COMPOSITION,FABRIC,CONSTITUTION,medium
TOOK IN,ATE,PUT AWAY,HAD,CONSUMED,easy
DEMAND,MARKET,AUDIENCE,APPETITE,"CONSUMER DESIRE, COLLECTIVELY",hard
NUMBER,ADDRESS,EMAIL,NAME,CONTACT INFO,medium
BUZZ,DIAL,RING,CALL,CONTACT VIA PHONE,easy
RING,DIAL,PHONE,CALL,CONTACT VIA TELEPHONE,easy
HOUSE,STORE,KEEP,HOLD,CONTAIN,easy
CORK,CAP,TAB,LID,CONTAINER CLOSURES,easy
CHEST,BASKET,HAMPER,BIN,CONTAINERS,easy
MUSE,PONDER,REFLECT,BROOD,CONTEMPLATE,easy
CAGE,ENO,REICH,GLASS,CONTEMPORARY COMPOSERS,very_hard
WHALE,ASTRONAUT,PEA,COFFEE,CONTENTS OF A POD,hard
CONSECUTIVE,STRAIGHT,NONSTOP,SOLID,CONTINUOUS,medium
WARPED,BENT,TWISTED,GNARLY,CONTORTED,easy
DIRECT,WRITE,ACT,PRODUCE,CONTRIBUTE TO A MOVIE,hard
GARNISH,OVERSIGHT,SANCTION,CLEAVE,CONTRONYMS (WORDS THAT CAN MEAN OPPOSITE THINGS),very_hard
ACCESSIBLE,CLOSE,HANDY,NEARBY,CONVENIENTLY LOCATED,easy
GRILL,CHAR,BROWN,SEAR,COOK IN A PAN,easy
BOIL,BLANCH,STEAM,POACH,COOK WITH HEAT AND WATER,easy
TRIANGLE,STAR,CIRCLE,UMBRELLA,COOKIE CUTTER SHAPES IN “SQUID GAME”,very_hard
BATTER,PASTE,DOUGH,MIXTURE,COOKING CONCOCTIONS,easy
CROCK,CASSEROLE,PAN,POT,COOKING VESSELS,medium
SKILLET,WOK,POT,CROCK,COOKWEAR,medium
LIT,TIGHT,SICK,FIRE,"COOL, IN SLANG",hard
FLY,FRESH,RAD,ILL,"COOL, IN ’80S SLANG",medium
BAD,FLY,RAD,BAD,"COOL, IN ’80S SLANG",medium
OK,HUNKY-DORY,FINE,SWELL,COPACETIC,medium
WRITER,CAT,PASTA,RIGHT,COPY___,very_hard
HEART,SUBSTANCE,ESSENCE,CRUX,CORE,easy
CRUNCH,PLANK,BOAT,MOUNTAIN CLIMBER,CORE EXERCISES,hard
SYRUP,MAZE,MUFFIN,SILK,CORN-Y THINGS,very_hard
CROOK,ANGLE,ELBOW,BEND,CORNERS,medium
SALES,LEGAL,IT,FINANCE,CORPORATE DEPARTMENTS,hard
OEUVRE,BODY,WORKS,CANON,CORPUS,easy
SUIT,COMPLEMENT,MATCH,FIT,CORRESPOND WELL WITH,medium
INTERACTION,EXCHANGE,CONTACT,DEALINGS,CORRESPONDENCE,easy
LOW,DIRTY,VILE,BASE,CORRUPT,easy
FIGURE,AMOUNT,VALUE,PRICE,COST,easy
REFEREE,PRISONER,MIME,SAILOR,COSTUMES WITH STRIPED SHIRTS,medium
BOGUS,SHAM,FAKE,PHONY,COUNTERFEIT,medium
JORDAN,TOGO,GEORGIA,CHAD,COUNTRIES,medium
WANDA,INLAND,OLIVIA,RAN,COUNTRIES MINUS FIRST LETTER,very_hard
TONG,CHIN,MALT,CUB,COUNTRIES WHEN “A” IS ADDED,very_hard
POLAND,JAPAN,TURKEY,TUNISIA,COUNTRIES WITH RED AND WHITE FLAGS,hard
ACTION,SUIT,CLAIM,CASE,COURT FILING,medium
SMEAR,PLASTER,CAKE,COAT,COVER WITH A THICK LAYER,easy
CAP,TOP,LID,COVER,COVERINGS,medium
SOUR,CROSS,SORE,PRICKLY,CRABBY,medium
PACK,JAM,STUFF,RAM,CRAM,easy
WEDGE,JAM,STUFF,SHOEHORN,CRAM,hard
SHOEHORN,SANDWICH,WEDGE,SQUEEZE,CRAM,medium
SQUEEZE,STUFF,JAM,PACK,CRAM INTO A TIGHT SPACE,medium
PIT,CAVITY,HOLLOW,HOLE,CRATER,easy
CRIMP,TEASE,FEATHER,CURL,CREATE SOME VOLUME/TEXTURE IN HAIR,medium
PRODUCE,BEAR,YIELD,GENERATE,"CREATE, AS RESULTS",medium
GNOME,TROLL,OGRE,GOBLIN,CREATURES IN FOLKLORE,easy
BADGE,TICKET,PASS,INVITE,CREDENTIALS FOR ENTRY,easy
NUMBER,EXPIRATION,NAME,ZIP,CREDIT CARD INFO,medium
MOON,CROISSANT,BANANA,SICKLE,CRESCENT-SHAPED THINGS,hard
RING,SYNDICATE,CREW,FAMILY,CRIME ORGANIZATION,hard
TRASH,KNOCK,SLAM,BLAST,CRITICIZE,easy
ROAST,KNOCK,PAN,SLAM,CRITICIZE,easy
SKEWER,BLAST,FLAME,SLAM,CRITICIZE,medium
BASH,SLAM,KNOCK,PAN,CRITICIZE,medium
FLAME,BLAST,ROAST,BASH,CRITICIZE HARSHLY,easy
PEPPER,CUCUMBER,CORN,TOMATO,CROPS,easy
CRUMPLE,BALL,WAD,SCRUNCH,CRUSH INTO A COMPACT SHAPE,easy
ICE,SUGAR,DIE,BOUILLON,CUBE-SHAPED,hard
DRAW CLOSE,NUZZLE,SPOON,HOLD TIGHT,CUDDLE,easy
CRANK,GRUMP,CRAB,GROUCH,CURMUDGEON,easy
CONDITION,STATE,FORM,SHAPE,CURRENT SITUATION,easy
POX,JINX,HEX,SPELL,CURSE,medium
PROFANITY,SWEARING,FOUR-LETTER WORDS,EXPLETIVES,CURSES,easy
CHOP,DICE,MINCE,CUBE,CUT INTO PIECES,medium
DECK,CORD,CHEESE,MUSTARD,CUT THE ___,very_hard
