Word,Category,Difficulty
LINEN,FABRICS,0
STITCH,DISNEY CHARACTERS,3
POKE,SYNONYMS FOR BOTHER,2
DENIM,FABRICS,0
GENIE,DISNEY CHARACTERS,3
CORDUROY,FABRICS,0
GHOST,APPARITIONS,1
TEASE,SYNONYMS FOR BOTHER,2
PHANTOM,APPARITIONS,1
DAISY,DISNEY DUCKS,2
AUNT,RELATIVES,0
ALARM,___ CLOCK,3
QUIRKY,SYNONYMS FOR OFFBEAT,1
SCROOGE,DISNEY DUCKS,2
GRANDFATHER,___ CLOCK,3
KOOKY,SYNONYMS FOR OFFBEAT,1
BIOLOGICAL,___ CLOCK,3
NEPHEW,RELATIVES,0
DAFFY,SYNONYMS FOR OFFBEAT,1
CUCKOO,___ CLOCK,3
MOTHER,RELATIVES,0
DEWEY,DISNEY DUCKS,2
WACKY,SYNONYMS FOR OFFBEAT,1
COUSIN,RELATIVES,0
DONALD,DISNEY DUCKS,2
OIL,TYPES OF PAINT,1
FOOT,UNITS OF LENGTH,0
SAMOSA,DEEP-FRIED FOOD,2
DIM,STARTS OF U.S. COINS,3
QUART,STARTS OF U.S. COINS,3
KATSU,DEEP-FRIED FOOD,2
MILE,UNITS OF LENGTH,0
WATERCOLOR,TYPES OF PAINT,1
PEN,STARTS OF U.S. COINS,3
INCH,UNITS OF LENGTH,0
ACRYLIC,TYPES OF PAINT,1
FALAFEL,DEEP-FRIED FOOD,2
YARD,UNITS OF LENGTH,0
NICK,STARTS OF U.S. COINS,3
SCHNITZEL,DEEP-FRIED FOOD,2
TEMPERA,TYPES OF PAINT,1
MATCH,DATING APPS,1
HERO,LONG SANDWICHES,0
BLADE,VAMPIRE MOVIES,2
DRIVER,ADAMS,3
GRINDER,LONG SANDWICHES,0
SCOTT,ADAMS,3
HINGE,DATING APPS,1
TWILIGHT,VAMPIRE MOVIES,2
WEST,ADAMS,3
TINDER,DATING APPS,1
ANT,ADAMS,3
SUB,LONG SANDWICHES,0
BUMBLE,DATING APPS,1
LOST BOYS,VAMPIRE MOVIES,2
HOAGIE,LONG SANDWICHES,0
NEAR DARK,VAMPIRE MOVIES,2
RAT,RODENTS,1
HORN,MUSICAL INSTRUMENTS,2
SPEAKER,COMPUTER EQUIPMENT,0
TRIANGLE,MUSICAL INSTRUMENTS,2
CARP,SYNONYMS FOR COMPLAIN,3
HARP,MUSICAL INSTRUMENTS,2
ORGAN,MUSICAL INSTRUMENTS,2
VOLE,RODENTS,1
GROUSE,SYNONYMS FOR COMPLAIN,3
HAMSTER,RODENTS,1
MOUSE,COMPUTER EQUIPMENT,0
MONITOR,COMPUTER EQUIPMENT,0
KEYBOARD,COMPUTER EQUIPMENT,0
MOAN,SYNONYMS FOR COMPLAIN,3
GERBIL,RODENTS,1
GRIPE,SYNONYMS FOR COMPLAIN,3
HIGH,STONED,1
PRIDE,ANIMAL GROUP NAMES,0
CLASS,TAXONOMY RANKS,3
GOV,AP CLASSES,2
ORDER,TAXONOMY RANKS,3
CHEM,AP CLASSES,2
LIT,STONED,1
FAMILY,TAXONOMY RANKS,3
SWARM,ANIMAL GROUP NAMES,0
DOMAIN,TAXONOMY RANKS,3
BIO,AP CLASSES,2
COLONY,ANIMAL GROUP NAMES,0
BAKED,STONED,1
STATS,AP CLASSES,2
HERD,ANIMAL GROUP NAMES,0
BLAZED,STONED,1
TOM,CARTOON CATS,1
ROCKY,___ ROAD,3
TEMPLE,PLACES FOR WORSHIP,0
HARRY,PRESIDENTIAL FIRST NAMES,2
HIGH,___ ROAD,3
ALTAR,PLACES FOR WORSHIP,0
SYLVESTER,CARTOON CATS,1
GROVER,PRESIDENTIAL FIRST NAMES,2
SILK,___ ROAD,3
CALVIN,PRESIDENTIAL FIRST NAMES,2
ABBEY,___ ROAD,3
GARFIELD,CARTOON CATS,1
CHESTER,PRESIDENTIAL FIRST NAMES,2
RELIQUARY,PLACES FOR WORSHIP,0
FELIX,CARTOON CATS,1
SHRINE,PLACES FOR WORSHIP,0
VIOLA,SHAKESPEARE CHARACTERS,2
TOP,CLASSIC TOYS,0
GIGGLE,WORDS WITH THREE G’S,1
MEMORY,___ STICK,3
EGGNOG,WORDS WITH THREE G’S,1
BLOCKS,CLASSIC TOYS,0
SELFIE,___ STICK,3
PUCK,SHAKESPEARE CHARACTERS,2
DOLL,CLASSIC TOYS,0
HOCKEY,___ STICK,3
DUNCAN,SHAKESPEARE CHARACTERS,2
LEGGINGS,WORDS WITH THREE G’S,1
JULIET,SHAKESPEARE CHARACTERS,2
BAGGAGE,WORDS WITH THREE G’S,1
YO-YO,CLASSIC TOYS,0
FISH,___ STICK,3
PINCH,TOUCHSCREEN GESTURES,2
SALSA,DANCES,1
SAVAGE,RAPPERS MINUS NUMBERS,3
BREAKOUT,CLASSIC ARCADE GAMES,0
CENT,RAPPERS MINUS NUMBERS,3
SWIPE,TOUCHSCREEN GESTURES,2
SWING,DANCES,1
TAP,TOUCHSCREEN GESTURES,2
ASTEROIDS,CLASSIC ARCADE GAMES,0
PAC,RAPPERS MINUS NUMBERS,3
PONG,CLASSIC ARCADE GAMES,0
HUSTLE,DANCES,1
TANGO,DANCES,1
SPREAD,TOUCHSCREEN GESTURES,2
CHAINZ,RAPPERS MINUS NUMBERS,3
FROGGER,CLASSIC ARCADE GAMES,0
KISS,CANDY PIECES,3
ROMANCE,MOVIE GENRES,0
STRIPES,PATTERNS,1
FICTION,SYNONYMS FOR FALSEHOOD,2
PAISLEY,PATTERNS,1
HORROR,MOVIE GENRES,0
DOT,CANDY PIECES,3
LIE,SYNONYMS FOR FALSEHOOD,2
MUSICAL,MOVIE GENRES,0
WHOPPER,CANDY PIECES,3
PLAID,PATTERNS,1
FIB,SYNONYMS FOR FALSEHOOD,2
GOOBER,CANDY PIECES,3
TALE,SYNONYMS FOR FALSEHOOD,2
WESTERN,MOVIE GENRES,0
HOUNDSTOOTH,PATTERNS,1
BLADE,SUPERHEROES,2
CATFISH,MTV SHOWS,3
TICK,ARACHNIDS,0
CHAR,FISH,1
STATE,MTV SHOWS,3
EEL,FISH,1
STORM,SUPERHEROES,2
FLASH,SUPERHEROES,2
BLACK WIDOW,SUPERHEROES,2
JACKASS,MTV SHOWS,3
PERCH,FISH,1
SCORPION,ARACHNIDS,0
MITE,ARACHNIDS,0
SHARK,FISH,1
SPIDER,ARACHNIDS,0
CRIBS,MTV SHOWS,3
MOON,CELESTIAL OBJECTS,1
GLOBE,NEWSPAPERS,2
,UNSPECIFIED QUANTITIES,0
LYME,FRUIT HOMOPHONES,3
FEW,UNSPECIFIED QUANTITIES,0
PAIR,FRUIT HOMOPHONES,3
POST,NEWSPAPERS,2
COMET,CELESTIAL OBJECTS,1
PLUMB,FRUIT HOMOPHONES,3
HANDFUL,UNSPECIFIED QUANTITIES,0
SUN,NEWSPAPERS,2
PLANET,CELESTIAL OBJECTS,1
JOURNAL,NEWSPAPERS,2
MELLON,FRUIT HOMOPHONES,3
ASTEROID,CELESTIAL OBJECTS,1
SEVERAL,UNSPECIFIED QUANTITIES,0
DIAMOND,SPORTS VENUES,1
PENDANT,JEWELRY,3
CHARM,MAKE HAPPY,2
SAW,HORROR FRANCHISES,0
PLEASE,MAKE HAPPY,2
COURT,SPORTS VENUES,1
SCREAM,HORROR FRANCHISES,0
TICKLE,MAKE HAPPY,2
BANGLE,JEWELRY,3
RING,HORROR FRANCHISES,0
FIELD,SPORTS VENUES,1
DELIGHT,MAKE HAPPY,2
PURGE,HORROR FRANCHISES,0
ANKLET,JEWELRY,3
RINK,SPORTS VENUES,1
BROOCH,JEWELRY,3
BARBIE,AUSTRALIAN TERMS,2
OPPENHEIMER,THEORETICAL PHYSICISTS,0
MATCH,___ POINT,3
GENIUS,TALENT,1
WEST,___ POINT,3
BUSH,AUSTRALIAN TERMS,2
SELLING,___ POINT,3
HAWKING,THEORETICAL PHYSICISTS,0
FACULTY,TALENT,1
EINSTEIN,THEORETICAL PHYSICISTS,0
MATE,AUSTRALIAN TERMS,2
MOOT,___ POINT,3
CRIKEY,AUSTRALIAN TERMS,2
GIFT,TALENT,1
FEYNMAN,THEORETICAL PHYSICISTS,0
FLAIR,TALENT,1
MA,STATE ABBREVIATIONS,0
LA,MUSICAL NOTES,1
,PERIODIC TABLE SYMBOLS,3
NU,GREEK LETTERS,2
PI,GREEK LETTERS,2
NI,PERIODIC TABLE SYMBOLS,3
TI,MUSICAL NOTES,1
HE,PERIODIC TABLE SYMBOLS,3
FA,MUSICAL NOTES,1
XI,GREEK LETTERS,2
PA,STATE ABBREVIATIONS,0
FE,PERIODIC TABLE SYMBOLS,3
DO,MUSICAL NOTES,1
CO,STATE ABBREVIATIONS,0
MU,GREEK LETTERS,2
ME,STATE ABBREVIATIONS,0
JACK,SLANG FOR ZERO,1
PRESS,GYM EXERCISES,2
PLANET,“CAPTAINS”,3
BUTTON,FASTENING VERBS,0
PLANK,GYM EXERCISES,2
SQUAT,SLANG FOR ZERO,1
SNAP,FASTENING VERBS,0
OBVIOUS,“CAPTAINS”,3
CRUNCH,“CAPTAINS”,3
BUCKLE,FASTENING VERBS,0
NOTHING,SLANG FOR ZERO,1
CURL,GYM EXERCISES,2
ZIP,FASTENING VERBS,0
KANGAROO,“CAPTAINS”,3
LUNGE,GYM EXERCISES,2
NADA,SLANG FOR ZERO,1
CATCH,PERCEIVE,1
SPOT,CLASSIC DOG NAMES,0
BONE,T-___,3
LUCKY,CLASSIC DOG NAMES,0
SEE,PERCEIVE,1
SHIRT,T-___,3
FLY,FISHING TERMS,2
STORM,T-___,3
CHUM,FISHING TERMS,2
NOTICE,PERCEIVE,1
REX,T-___,3
BAIT,FISHING TERMS,2
FIDO,CLASSIC DOG NAMES,0
SINKER,FISHING TERMS,2
OBSERVE,PERCEIVE,1
ROVER,CLASSIC DOG NAMES,0
JUICE,ENERGY,1
WATER,CLASSICAL ELEMENTS,2
TREE,THINGS WITH RINGS,3
EARTH,CLASSICAL ELEMENTS,2
GAS,STATES OF MATTER,0
CIRCUS,THINGS WITH RINGS,3
STEAM,ENERGY,1
LIQUID,STATES OF MATTER,0
SATURN,THINGS WITH RINGS,3
FIRE,CLASSICAL ELEMENTS,2
SOLID,STATES OF MATTER,0
SPIRIT,ENERGY,1
PLASMA,STATES OF MATTER,0
VIGOR,ENERGY,1
AIR,CLASSICAL ELEMENTS,2
WEDDING,THINGS WITH RINGS,3
ROSE,ONE IN A DOZEN,3
CLOSE,PAINTERS,2
BACON,PAINTERS,2
YEAR,TIME PERIODS,0
PANCAKE,BREAKFAST FOODS,1
MONTH,ONE IN A DOZEN,3
MUNCH,PAINTERS,2
EGG,ONE IN A DOZEN,3
DECADE,TIME PERIODS,0
CEREAL,BREAKFAST FOODS,1
CENTURY,TIME PERIODS,0
OMELET,BREAKFAST FOODS,1
WHISTLER,PAINTERS,2
MILLENNIUM,TIME PERIODS,0
JUROR,ONE IN A DOZEN,3
WAFFLE,BREAKFAST FOODS,1
FUDGE,ALTER DECEPTIVELY,2
MEAL,SQUARE ___,3
COBBLER,DESSERTS,0
SMITH,OCCUPATIONAL SURNAMES,1
PIE,DESSERTS,0
DOCTOR,ALTER DECEPTIVELY,2
ROOT,SQUARE ___,3
TWIST,ALTER DECEPTIVELY,2
DANCE,SQUARE ___,3
ONE,SQUARE ___,3
FISHER,OCCUPATIONAL SURNAMES,1
TART,DESSERTS,0
MASON,OCCUPATIONAL SURNAMES,1
CAKE,DESSERTS,0
DISTORT,ALTER DECEPTIVELY,2
MILLER,OCCUPATIONAL SURNAMES,1
PINT,UNITS OF VOLUME,0
REAL,WORLD CURRENCIES,2
CARROT,___ CAKE,3
AWFUL,EXTREMELY,1
SPONGE,___ CAKE,3
CUP,UNITS OF VOLUME,0
WON,WORLD CURRENCIES,2
SUPER,EXTREMELY,1
GALLON,UNITS OF VOLUME,0
COFFEE,___ CAKE,3
VERY,EXTREMELY,1
POUND,___ CAKE,3
RAND,WORLD CURRENCIES,2
QUITE,EXTREMELY,1
QUART,UNITS OF VOLUME,0
STERLING,WORLD CURRENCIES,2
BUD,FRIEND,0
PUMP,SHOES,2
CROCK,COOKWEAR,1
HERB,SLANG FOR CANNABIS,3
POT,COOKWEAR,1
MATE,FRIEND,0
WEDGE,SHOES,2
GRASS,SLANG FOR CANNABIS,3
WOK,COOKWEAR,1
MARY JANE,SLANG FOR CANNABIS,3
CHUM,FRIEND,0
SLIDE,SHOES,2
CLOG,SHOES,2
PAL,FRIEND,0
SKILLET,COOKWEAR,1
WEED,SLANG FOR CANNABIS,3
MINUTE,TINY,2
DIG,INSULT,1
MEAL,HAPPY ___,3
COOLER,CAMPING SUPPLIES,0
HOUR,HAPPY ___,3
TENT,CAMPING SUPPLIES,0
SLIGHT,TINY,2
MEDIUM,HAPPY ___,3
SMALL,TINY,2
BARB,INSULT,1
CAMPER,HAPPY ___,3
LANTERN,CAMPING SUPPLIES,0
JAB,INSULT,1
SLEEPING BAG,CAMPING SUPPLIES,0
DISS,INSULT,1
WEE,TINY,2
CRUSH,SODA BRANDS,1
UTAH,U.S. MOUNTAIN STATES,0
RUSH,CLASSIC ROCK BANDS,2
HAWK,TONY ___,3
MONTANA,TONY ___,3
MUG,SODA BRANDS,1
ARIZONA,U.S. MOUNTAIN STATES,0
GENESIS,CLASSIC ROCK BANDS,2
SQUIRT,SODA BRANDS,1
STARK,TONY ___,3
YES,CLASSIC ROCK BANDS,2
COLORADO,U.S. MOUNTAIN STATES,0
KANSAS,CLASSIC ROCK BANDS,2
SPRITE,SODA BRANDS,1
NEVADA,U.S. MOUNTAIN STATES,0
SOPRANO,TONY ___,3
HEART,SEEN ON VALENTINE’S DAY,2
COMET,SANTA’S REINDEER,1
TASTE,“BAD ___” MOVIES,3
SINGER,PERFORMING ARTISTS,0
SANTA,“BAD ___” MOVIES,3
CUPID,SANTA’S REINDEER,1
CARD,SEEN ON VALENTINE’S DAY,2
DANCER,PERFORMING ARTISTS,0
ROSE,SEEN ON VALENTINE’S DAY,2
BOYS,“BAD ___” MOVIES,3
STAND-UP,PERFORMING ARTISTS,0
VIXEN,SANTA’S REINDEER,1
LIEUTENANT,“BAD ___” MOVIES,3
ACTOR,PERFORMING ARTISTS,0
DASHER,SANTA’S REINDEER,1
CHOCOLATE,SEEN ON VALENTINE’S DAY,2
SHADOW,THINGS THAT ARE CAST,3
GEAR,BIKE PARTS,1
DOG,PURSUE,2
BEARD,FACIAL HAIR,0
HANDLEBAR,BIKE PARTS,1
TRACK,PURSUE,2
GOATEE,FACIAL HAIR,0
VOTE,THINGS THAT ARE CAST,3
TAIL,PURSUE,2
MOVIE,THINGS THAT ARE CAST,3
WHEEL,BIKE PARTS,1
DOUBT,THINGS THAT ARE CAST,3
MUSTACHE,FACIAL HAIR,0
PEDAL,BIKE PARTS,1
FOLLOW,PURSUE,2
STUBBLE,FACIAL HAIR,0
MASTODON,EXTINCT ANIMALS,0
X,KISS,3
SMACK,KISS,3
THREADS,SLANG FOR CLOTHES,2
BUSTS,FAILURES,1
PECK,KISS,3
DODO,EXTINCT ANIMALS,0
DUDS,SLANG FOR CLOTHES,2
SMOOCH,KISS,3
MAMMOTH,EXTINCT ANIMALS,0
OUTFIT,SLANG FOR CLOTHES,2
FLOPS,FAILURES,1
MISSES,FAILURES,1
GETUP,SLANG FOR CLOTHES,2
TURKEYS,FAILURES,1
TRILOBITE,EXTINCT ANIMALS,0
MIXER,FOUND IN A KITCHEN,1
WHALE,“PINOCCHIO” FIGURES,2
ISLAND,EASTER ___,3
BASH,SOCIAL GATHERING,0
BUNNY,EASTER ___,3
PARTY,SOCIAL GATHERING,0
RANGE,FOUND IN A KITCHEN,1
PUPPET,“PINOCCHIO” FIGURES,2
BLOWOUT,SOCIAL GATHERING,0
EGG,EASTER ___,3
CRICKET,“PINOCCHIO” FIGURES,2
COUNTER,FOUND IN A KITCHEN,1
SINK,FOUND IN A KITCHEN,1
WOODCARVER,“PINOCCHIO” FIGURES,2
SUNDAY,EASTER ___,3
SHINDIG,SOCIAL GATHERING,0
PARIS,FIGURES IN GREEK MYTH,2
STYLE,NEWSPAPER SECTIONS,1
FOXY,FIRST WORDS IN RAPPERS’ NAMES,3
TROUBLE,BOARD GAMES,0
KILLER,FIRST WORDS IN RAPPERS’ NAMES,3
RISK,BOARD GAMES,0
NATIONAL,NEWSPAPER SECTIONS,1
GUCCI,FIRST WORDS IN RAPPERS’ NAMES,3
BUSINESS,NEWSPAPER SECTIONS,1
ATLAS,FIGURES IN GREEK MYTH,2
SORRY,BOARD GAMES,0
NIKE,FIGURES IN GREEK MYTH,2
HERMES,FIGURES IN GREEK MYTH,2
TABOO,BOARD GAMES,0
OPINION,NEWSPAPER SECTIONS,1
NOTORIOUS,FIRST WORDS IN RAPPERS’ NAMES,3
TOM,DRUM SET COMPONENTS,2
INFANT,ASSOCIATED WITH “CRAWL”,3
DRIVER,GOLF TERMS,1
WING,PIECES OF CHICKEN,0
PUB,ASSOCIATED WITH “CRAWL”,3
EAGLE,GOLF TERMS,1
TENDER,PIECES OF CHICKEN,0
SNARE,DRUM SET COMPONENTS,2
CYMBAL,DRUM SET COMPONENTS,2
SWIMMING,ASSOCIATED WITH “CRAWL”,3
STROKE,GOLF TERMS,1
TICKER,ASSOCIATED WITH “CRAWL”,3
BREAST,PIECES OF CHICKEN,0
KICK,DRUM SET COMPONENTS,2
HOLE,GOLF TERMS,1
DRUMSTICK,PIECES OF CHICKEN,0
TOP TEN,___ LIST,3
WAVE,GREETING GESTURES,2
RACKET,SCAM,1
GUEST,___ LIST,3
SHAKE,GREETING GESTURES,2
CLOUD NINE,STATES OF ELATION,0
BUCKET,___ LIST,3
BLISS,STATES OF ELATION,0
HUSTLE,SCAM,1
WISH,___ LIST,3
HIGH FIVE,GREETING GESTURES,2
CON,SCAM,1
HEAVEN,STATES OF ELATION,0
HUG,GREETING GESTURES,2
PARADISE,STATES OF ELATION,0
FAST ONE,SCAM,1
JET,SHADES OF BLACK,2
FOX,ANIMALS THAT END WITH “X”,1
BOOK,DEPART QUICKLY,0
ONYX,SHADES OF BLACK,2
LYNX,ANIMALS THAT END WITH “X”,1
ASH,WORDS BEFORE DAYS OF THE WEEK,3
BLACK,WORDS BEFORE DAYS OF THE WEEK,3
BOUNCE,DEPART QUICKLY,0
CYBER,WORDS BEFORE DAYS OF THE WEEK,3
ORYX,ANIMALS THAT END WITH “X”,1
RUN,DEPART QUICKLY,0
RAVEN,SHADES OF BLACK,2
EBONY,SHADES OF BLACK,2
SPLIT,DEPART QUICKLY,0
FAT,WORDS BEFORE DAYS OF THE WEEK,3
IBEX,ANIMALS THAT END WITH “X”,1
SWING,PLAYGROUND FIXTURES,0
TIMES,FONTS,3
EYE,EGYPTIAN SYMBOLS,2
IMPACT,FONTS,3
WEIGHT,INFLUENCE,1
PAPYRUS,FONTS,3
SLIDE,PLAYGROUND FIXTURES,0
PULL,INFLUENCE,1
SCARAB,EGYPTIAN SYMBOLS,2
SEESAW,PLAYGROUND FIXTURES,0
SWAY,INFLUENCE,1
CROOK,EGYPTIAN SYMBOLS,2
CLOUT,INFLUENCE,1
COURIER,FONTS,3
ANKH,EGYPTIAN SYMBOLS,2
SANDBOX,PLAYGROUND FIXTURES,0
CHIP,MAR,2
APPLE,___JACK,3
FRY,APPETIZER UNIT,0
RIGHT,RESPONSE TO A CORRECT ANSWER,1
CRACKER,___JACK,3
WING,APPETIZER UNIT,0
DING,MAR,2
FLAP,___JACK,3
BINGO,RESPONSE TO A CORRECT ANSWER,1
SCRATCH,MAR,2
NACHO,APPETIZER UNIT,0
YES,RESPONSE TO A CORRECT ANSWER,1
NICK,MAR,2
LUMBER,___JACK,3
CORRECT,RESPONSE TO A CORRECT ANSWER,1
POPPER,APPETIZER UNIT,0
FLUTE,WOODWINDS,1
COFFEE,CONSECUTIVE DOUBLE LETTERS,3
POUND,AMERICAN POETS,2
OBOE,WOODWINDS,1
STEIN,DRINK VESSELS,0
FRICASSEE,CONSECUTIVE DOUBLE LETTERS,3
BISHOP,AMERICAN POETS,2
TUMBLER,DRINK VESSELS,0
BASSOON,CONSECUTIVE DOUBLE LETTERS,3
FROST,AMERICAN POETS,2
GOBLET,DRINK VESSELS,0
CLARINET,WOODWINDS,1
OLDS,AMERICAN POETS,2
SNIFTER,DRINK VESSELS,0
SAXOPHONE,WOODWINDS,1
BALLOON,CONSECUTIVE DOUBLE LETTERS,3
BUN,BAKED GOODS,1
SNAP,AMERICAN FOOTBALL ACTIONS,2
CLIP,MANICURE STEPS,3
BARE,AU NATUREL,0
BUFF,MANICURE STEPS,3
MUFFIN,BAKED GOODS,1
POLISH,MANICURE STEPS,3
SACK,AMERICAN FOOTBALL ACTIONS,2
DANISH,BAKED GOODS,1
NUDE,AU NATUREL,0
FUMBLE,AMERICAN FOOTBALL ACTIONS,2
TURNOVER,BAKED GOODS,1
NAKED,AU NATUREL,0
PUNT,AMERICAN FOOTBALL ACTIONS,2
FILE,MANICURE STEPS,3
UNCLAD,AU NATUREL,0
I,PRONOUNS,1
L,ROMAN NUMERALS,2
U,HOMOPHONES,3
V,ROMAN NUMERALS,2
YOU,HOMOPHONES,3
WE,PRONOUNS,1
D,ROMAN NUMERALS,2
DOE,FEMALE ANIMALS,0
M,ROMAN NUMERALS,2
EWE,HOMOPHONES,3
HEN,FEMALE ANIMALS,0
IT,PRONOUNS,1
COW,FEMALE ANIMALS,0
THEY,PRONOUNS,1
YEW,HOMOPHONES,3
MARE,FEMALE ANIMALS,0
PARK,AUTOMATIC TRANSMISSION SETTINGS,1
FOLDING,___ CHAIR,3
GEAR,THINGS WITH TEETH,2
BRUSH,PAINTING ACCESSORIES,0
HIGH,___ CHAIR,3
COMB,THINGS WITH TEETH,2
NEUTRAL,AUTOMATIC TRANSMISSION SETTINGS,1
LAWN,___ CHAIR,3
CANVAS,PAINTING ACCESSORIES,0
DRIVE,AUTOMATIC TRANSMISSION SETTINGS,1
SAW,THINGS WITH TEETH,2
FIRST,___ CHAIR,3
ZIPPER,THINGS WITH TEETH,2
EASEL,PAINTING ACCESSORIES,0
REVERSE,AUTOMATIC TRANSMISSION SETTINGS,1
PALETTE,PAINTING ACCESSORIES,0
TURKEY,THANKSGIVING FOOD,2
MAP,INFORMATION DISPLAYS,0
EXTRA,ADDITIONAL BENEFIT,1
SATISFACTION,SONG TITLES WITH PARENTHESES,3
ICING,ADDITIONAL BENEFIT,1
PIE,THANKSGIVING FOOD,2
CHART,INFORMATION DISPLAYS,0
GRAVY,THANKSGIVING FOOD,2
ISTANBUL,SONG TITLES WITH PARENTHESES,3
GRAPH,INFORMATION DISPLAYS,0
I RAN,SONG TITLES WITH PARENTHESES,3
BONUS,ADDITIONAL BENEFIT,1
DIAGRAM,INFORMATION DISPLAYS,0
MONTERO,SONG TITLES WITH PARENTHESES,3
PERK,ADDITIONAL BENEFIT,1
STUFFING,THANKSGIVING FOOD,2
LEAF,FLOWER PARTS,1
HORSE,CHINESE ZODIAC ANIMALS,3
GNOME,CREATURES IN FOLKLORE,0
MOLE,ONE INVOLVED IN ESPIONAGE,2
DRAGON,CHINESE ZODIAC ANIMALS,3
STALK,FLOWER PARTS,1
SPY,ONE INVOLVED IN ESPIONAGE,2
TROLL,CREATURES IN FOLKLORE,0
PLANT,ONE INVOLVED IN ESPIONAGE,2
GOBLIN,CREATURES IN FOLKLORE,0
RABBIT,CHINESE ZODIAC ANIMALS,3
PETAL,FLOWER PARTS,1
OGRE,CREATURES IN FOLKLORE,0
AGENT,ONE INVOLVED IN ESPIONAGE,2
BUD,FLOWER PARTS,1
TIGER,CHINESE ZODIAC ANIMALS,3
FURY,MAD MAX FURY ROAD,3
HORROR,ROCKY HORROR PICTURE SHOW,0
HARRY,WHEN HARRY MET SALLY,2
ROGER,WHO FRAMED ROGER RABBIT,1
MET,WHEN HARRY MET SALLY,2
MAX,MAD MAX FURY ROAD,3
WHO,WHO FRAMED ROGER RABBIT,1
MAD,MAD MAX FURY ROAD,3
PICTURE,ROCKY HORROR PICTURE SHOW,0
FRAMED,WHO FRAMED ROGER RABBIT,1
ROAD,MAD MAX FURY ROAD,3
SHOW,ROCKY HORROR PICTURE SHOW,0
RABBIT,WHO FRAMED ROGER RABBIT,1
WHEN,WHEN HARRY MET SALLY,2
ROCKY,ROCKY HORROR PICTURE SHOW,0
SALLY,WHEN HARRY MET SALLY,2
SOUL,INHERENT NATURE,0
SCOTCH,___ TAPE,3
STOUT,FERMENTED ALCOHOLIC BEVERAGES,1
BRAVE,PIXAR MOVIES,2
RED,___ TAPE,3
HEART,INHERENT NATURE,0
UP,PIXAR MOVIES,2
SPIRIT,INHERENT NATURE,0
TICKER,___ TAPE,3
SAKE,FERMENTED ALCOHOLIC BEVERAGES,1
DEMO,___ TAPE,3
PORT,FERMENTED ALCOHOLIC BEVERAGES,1
CARS,PIXAR MOVIES,2
ESSENCE,INHERENT NATURE,0
CIDER,FERMENTED ALCOHOLIC BEVERAGES,1
COCO,PIXAR MOVIES,2
SMELT,FISH THAT ARE VERBS,2
OUT,BASEBALL CALLS,0
WALK,SILENT “L”,3
OVEN,HEAT SOURCES,1
YOLK,SILENT “L”,3
CARP,FISH THAT ARE VERBS,2
FORGE,HEAT SOURCES,1
BALL,BASEBALL CALLS,0
CATFISH,FISH THAT ARE VERBS,2
SAFE,BASEBALL CALLS,0
SALMON,SILENT “L”,3
KILN,HEAT SOURCES,1
COLONEL,SILENT “L”,3
FURNACE,HEAT SOURCES,1
STRIKE,BASEBALL CALLS,0
FLOUNDER,FISH THAT ARE VERBS,2
JAGUAR,AMAZON ANIMALS,0
COMPANY,MUSICALS,2
BOTTOM,LOWEST POINT,1
LEGS,SEA ___,3
FOOT,LOWEST POINT,1
LION,SEA ___,3
TOUCAN,AMAZON ANIMALS,0
HAIR,MUSICALS,2
CUCUMBER,SEA ___,3
FOUNDATION,LOWEST POINT,1
GREASE,MUSICALS,2
ANACONDA,AMAZON ANIMALS,0
RENT,MUSICALS,2
CAPYBARA,AMAZON ANIMALS,0
BASE,LOWEST POINT,1
CHANGE,SEA ___,3
BELL,SLOT MACHINE SYMBOLS,2
24,TV SHOWS,1
BAT,HALLOWEEN DECORATIONS,0
7,SLOT MACHINE SYMBOLS,2
2001,NUMBERS IN BOOK TITLES,3
TOMBSTONE,HALLOWEEN DECORATIONS,0
BONES,TV SHOWS,1
22,NUMBERS IN BOOK TITLES,3
FIREFLY,TV SHOWS,1
"20,000",NUMBERS IN BOOK TITLES,3
CHERRY,SLOT MACHINE SYMBOLS,2
PUMPKIN,HALLOWEEN DECORATIONS,0
451,NUMBERS IN BOOK TITLES,3
COBWEB,HALLOWEEN DECORATIONS,0
WEEDS,TV SHOWS,1
BAR,SLOT MACHINE SYMBOLS,2
BARK,TREE FEATURES,2
DIRT,INSIDE INFO,3
TEA,HOT DRINKS,0
ROOT,TREE FEATURES,2
BUZZ,ANIMAL SOUNDS,1
COFFEE,HOT DRINKS,0
DISH,INSIDE INFO,3
SKINNY,INSIDE INFO,3
TRUNK,TREE FEATURES,2
MEOW,ANIMAL SOUNDS,1
COCOA,HOT DRINKS,0
SCOOP,INSIDE INFO,3
OINK,ANIMAL SOUNDS,1
CHAI,HOT DRINKS,0
CLUCK,ANIMAL SOUNDS,1
BRANCH,TREE FEATURES,2
NOPE,ANAGRAMS,2
BEANIE,___ BABY,3
US,PRONOUNS,1
OPEN,ANAGRAMS,2
FUR,___ BABY,3
GET OUT,“SKEDADDLE!”,0
YOU,PRONOUNS,1
SANTA,___ BABY,3
PEON,ANAGRAMS,2
THEM,PRONOUNS,1
GO,“SKEDADDLE!”,0
PONE,ANAGRAMS,2
LEAVE,“SKEDADDLE!”,0
NEPO,___ BABY,3
ME,PRONOUNS,1
